User ID,Session ID,Event Time,Event,Device,Region,Channel,Product Category,Revenue,Bonus Flag
USR-02313,SES-02313,31:37.6,Checkout,Desktop,West,Google Ads,Electronics,0,Yes
USR-02314,SES-02314,06:45.2,Browse,Mobile,East,Organic,Electronics,0,Yes
USR-02314,SES-02314,10:45.2,Add to Cart,Mobile,East,Organic,Electronics,0,Yes
USR-02315,SES-02315,25:42.7,Browse,Desktop,North,Organic,Home,0,Yes
USR-02315,SES-02315,29:42.7,Add to Cart,Desktop,North,Organic,Home,0,Yes
USR-02316,SES-02316,45:04.0,Browse,Tablet,West,Email,Fashion,0,Yes
USR-02316,SES-02316,47:04.0,Add to Cart,Tablet,West,Email,Fashion,0,Yes
USR-02317,SES-02317,48:16.6,Browse,Desktop,East,Social Media,Beauty,0,Yes
USR-02317,SES-02317,53:16.6,Add to Cart,Desktop,East,Social Media,Beauty,0,Yes
USR-02318,SES-02318,39:45.9,Browse,Desktop,South,Google Ads,Fashion,0,Yes
USR-02318,SES-02318,41:45.9,Add to Cart,Desktop,South,Google Ads,Fashion,0,Yes
USR-02319,SES-02319,46:52.3,Browse,Desktop,East,Google Ads,Electronics,0,Yes
USR-02320,SES-02320,22:58.7,Browse,Desktop,South,Organic,Beauty,0,Yes
USR-02321,SES-02321,20:00.3,Browse,Tablet,North,Social Media,Sports,0,Yes
USR-02321,SES-02321,25:00.3,Add to Cart,Tablet,North,Social Media,Sports,0,Yes
USR-02322,SES-02322,13:31.6,Browse,Desktop,West,Google Ads,Electronics,0,Yes
USR-02322,SES-02322,17:31.6,Add to Cart,Desktop,West,Google Ads,Electronics,0,Yes
USR-02323,SES-02323,37:57.0,Browse,Mobile,West,Email,Sports,0,Yes
USR-02323,SES-02323,41:57.0,Add to Cart,Mobile,West,Email,Sports,0,Yes
USR-02324,SES-02324,35:25.4,Browse,Desktop,North,Email,Sports,0,Yes
USR-02324,SES-02324,38:25.4,Add to Cart,Desktop,North,Email,Sports,0,Yes
USR-02324,SES-02324,42:25.4,Checkout,Desktop,North,Email,Sports,0,Yes
USR-02325,SES-02325,51:38.5,Browse,Mobile,South,Email,Home,0,Yes
USR-02326,SES-02326,50:45.7,Browse,Tablet,East,Email,Home,0,Yes
USR-02326,SES-02326,55:45.7,Add to Cart,Tablet,East,Email,Home,0,Yes
USR-02327,SES-02327,34:38.5,Browse,Desktop,South,Organic,Electronics,0,Yes
USR-02327,SES-02327,38:38.5,Add to Cart,Desktop,South,Organic,Electronics,0,Yes
USR-02327,SES-02327,41:38.5,Checkout,Desktop,South,Organic,Electronics,0,Yes
USR-02327,SES-02327,45:38.5,Purchase,Desktop,South,Organic,Electronics,485.08,No
USR-02328,SES-02328,33:54.7,Browse,Mobile,South,Social Media,Home,0,Yes
USR-02329,SES-02329,59:18.5,Browse,Mobile,North,Organic,Fashion,0,Yes
USR-02330,SES-02330,40:48.0,Browse,Tablet,North,Social Media,Beauty,0,Yes
USR-02330,SES-02330,45:48.0,Add to Cart,Tablet,North,Social Media,Beauty,0,Yes
USR-02331,SES-02331,14:55.0,Browse,Mobile,East,Email,Electronics,0,Yes
USR-02332,SES-02332,09:05.6,Browse,Tablet,West,Organic,Beauty,0,Yes
USR-02332,SES-02332,13:05.6,Add to Cart,Tablet,West,Organic,Beauty,0,Yes
USR-02332,SES-02332,17:05.6,Checkout,Tablet,West,Organic,Beauty,0,Yes
USR-02333,SES-02333,49:09.8,Browse,Tablet,North,Organic,Home,0,Yes
USR-02333,SES-02333,54:09.8,Add to Cart,Tablet,North,Organic,Home,0,Yes
USR-02333,SES-02333,57:09.8,Checkout,Tablet,North,Organic,Home,0,Yes
USR-02334,SES-02334,49:29.7,Browse,Tablet,West,Organic,Sports,0,Yes
USR-02335,SES-02335,21:49.9,Browse,Desktop,North,Organic,Beauty,0,Yes
USR-02335,SES-02335,26:49.9,Add to Cart,Desktop,North,Organic,Beauty,0,Yes
USR-02336,SES-02336,03:26.2,Browse,Mobile,South,Email,Sports,0,Yes
USR-02337,SES-02337,12:25.3,Browse,Tablet,South,Social Media,Electronics,0,Yes
USR-02337,SES-02337,14:25.3,Add to Cart,Tablet,South,Social Media,Electronics,0,Yes
USR-02338,SES-02338,39:47.8,Browse,Tablet,South,Google Ads,Electronics,0,Yes
USR-02338,SES-02338,43:47.8,Add to Cart,Tablet,South,Google Ads,Electronics,0,Yes
USR-02339,SES-02339,21:40.1,Browse,Desktop,South,Google Ads,Home,0,Yes
USR-02340,SES-02340,42:07.6,Browse,Mobile,West,Google Ads,Sports,0,Yes
USR-02340,SES-02340,46:07.6,Add to Cart,Mobile,West,Google Ads,Sports,0,Yes
USR-02340,SES-02340,49:07.6,Checkout,Mobile,West,Google Ads,Sports,0,Yes
USR-02340,SES-02340,53:07.6,Purchase,Mobile,West,Google Ads,Sports,242.06,No
USR-02341,SES-02341,09:15.6,Browse,Mobile,South,Social Media,Sports,0,Yes
USR-02342,SES-02342,23:02.6,Browse,Tablet,West,Google Ads,Beauty,0,Yes
USR-02342,SES-02342,27:02.6,Add to Cart,Tablet,West,Google Ads,Beauty,0,Yes
USR-02343,SES-02343,37:48.4,Browse,Mobile,West,Organic,Beauty,0,Yes
USR-02343,SES-02343,40:48.4,Add to Cart,Mobile,West,Organic,Beauty,0,Yes
USR-02344,SES-02344,15:07.6,Browse,Tablet,East,Social Media,Sports,0,Yes
USR-02344,SES-02344,19:07.6,Add to Cart,Tablet,East,Social Media,Sports,0,Yes
USR-02344,SES-02344,23:07.6,Checkout,Tablet,East,Social Media,Sports,0,Yes
USR-02345,SES-02345,27:08.7,Browse,Tablet,West,Organic,Sports,0,Yes
USR-02345,SES-02345,29:08.7,Add to Cart,Tablet,West,Organic,Sports,0,Yes
USR-02346,SES-02346,10:41.4,Browse,Tablet,East,Email,Sports,0,Yes
USR-02346,SES-02346,14:41.4,Add to Cart,Tablet,East,Email,Sports,0,Yes
USR-02347,SES-02347,23:13.3,Browse,Tablet,North,Organic,Beauty,0,Yes
USR-02347,SES-02347,25:13.3,Add to Cart,Tablet,North,Organic,Beauty,0,Yes
USR-02348,SES-02348,28:46.6,Browse,Desktop,East,Google Ads,Sports,0,Yes
USR-02349,SES-02349,19:08.0,Browse,Tablet,South,Social Media,Home,0,Yes
USR-02349,SES-02349,24:08.0,Add to Cart,Tablet,South,Social Media,Home,0,Yes
USR-02350,SES-02350,25:52.6,Browse,Desktop,East,Email,Electronics,0,Yes
USR-02350,SES-02350,28:52.6,Add to Cart,Desktop,East,Email,Electronics,0,Yes
USR-02350,SES-02350,32:52.6,Checkout,Desktop,East,Email,Electronics,0,Yes
USR-02351,SES-02351,14:59.6,Browse,Mobile,East,Google Ads,Fashion,0,Yes
USR-02351,SES-02351,18:59.6,Add to Cart,Mobile,East,Google Ads,Fashion,0,Yes
USR-02351,SES-02351,20:59.6,Checkout,Mobile,East,Google Ads,Fashion,0,Yes
USR-02351,SES-02351,24:59.6,Purchase,Mobile,East,Google Ads,Fashion,482.77,No
USR-02352,SES-02352,30:58.0,Browse,Tablet,North,Google Ads,Home,0,Yes
USR-02353,SES-02353,28:12.1,Browse,Mobile,East,Social Media,Home,0,Yes
USR-02353,SES-02353,33:12.1,Add to Cart,Mobile,East,Social Media,Home,0,Yes
USR-02353,SES-02353,36:12.1,Checkout,Mobile,East,Social Media,Home,0,Yes
USR-02354,SES-02354,47:44.6,Browse,Tablet,East,Organic,Sports,0,Yes
USR-02354,SES-02354,51:44.6,Add to Cart,Tablet,East,Organic,Sports,0,Yes
USR-02354,SES-02354,54:44.6,Checkout,Tablet,East,Organic,Sports,0,Yes
USR-02355,SES-02355,27:26.6,Browse,Mobile,North,Organic,Home,0,Yes
USR-02355,SES-02355,30:26.6,Add to Cart,Mobile,North,Organic,Home,0,Yes
USR-02355,SES-02355,35:26.6,Checkout,Mobile,North,Organic,Home,0,Yes
USR-02355,SES-02355,37:26.6,Purchase,Mobile,North,Organic,Home,215.35,No
USR-02356,SES-02356,12:26.9,Browse,Desktop,North,Social Media,Fashion,0,Yes
USR-02356,SES-02356,17:26.9,Add to Cart,Desktop,North,Social Media,Fashion,0,Yes
USR-02357,SES-02357,06:50.4,Browse,Mobile,West,Email,Electronics,0,Yes
USR-02357,SES-02357,08:50.4,Add to Cart,Mobile,West,Email,Electronics,0,Yes
USR-02357,SES-02357,12:50.4,Checkout,Mobile,West,Email,Electronics,0,Yes
USR-02358,SES-02358,31:25.8,Browse,Mobile,South,Google Ads,Fashion,0,Yes
USR-02358,SES-02358,36:25.8,Add to Cart,Mobile,South,Google Ads,Fashion,0,Yes
USR-02359,SES-02359,16:21.3,Browse,Mobile,West,Email,Fashion,0,Yes
USR-02359,SES-02359,21:21.3,Add to Cart,Mobile,West,Email,Fashion,0,Yes
USR-02359,SES-02359,26:21.3,Checkout,Mobile,West,Email,Fashion,0,Yes
USR-02359,SES-02359,31:21.3,Purchase,Mobile,West,Email,Fashion,341.65,No
USR-02360,SES-02360,19:15.5,Browse,Tablet,East,Google Ads,Beauty,0,Yes
USR-02361,SES-02361,34:31.4,Browse,Desktop,North,Social Media,Fashion,0,Yes
USR-02361,SES-02361,37:31.4,Add to Cart,Desktop,North,Social Media,Fashion,0,Yes
USR-02361,SES-02361,40:31.4,Checkout,Desktop,North,Social Media,Fashion,0,Yes
USR-02361,SES-02361,45:31.4,Purchase,Desktop,North,Social Media,Fashion,272.91,No
USR-02362,SES-02362,06:23.9,Browse,Desktop,West,Email,Beauty,0,Yes
USR-02362,SES-02362,10:23.9,Add to Cart,Desktop,West,Email,Beauty,0,Yes
USR-02363,SES-02363,27:54.9,Browse,Mobile,East,Google Ads,Fashion,0,Yes
USR-02363,SES-02363,31:54.9,Add to Cart,Mobile,East,Google Ads,Fashion,0,Yes
USR-02364,SES-02364,09:05.0,Browse,Tablet,East,Google Ads,Home,0,Yes
USR-02364,SES-02364,11:05.0,Add to Cart,Tablet,East,Google Ads,Home,0,Yes
USR-02364,SES-02364,14:05.0,Checkout,Tablet,East,Google Ads,Home,0,Yes
USR-02365,SES-02365,09:29.4,Browse,Mobile,North,Email,Fashion,0,Yes
USR-02365,SES-02365,13:29.4,Add to Cart,Mobile,North,Email,Fashion,0,Yes
USR-02366,SES-02366,05:48.8,Browse,Tablet,South,Organic,Fashion,0,Yes
USR-02367,SES-02367,53:41.6,Browse,Desktop,North,Email,Fashion,0,Yes
USR-02367,SES-02367,56:41.6,Add to Cart,Desktop,North,Email,Fashion,0,Yes
USR-02368,SES-02368,32:56.3,Browse,Mobile,West,Organic,Home,0,Yes
USR-02368,SES-02368,37:56.3,Add to Cart,Mobile,West,Organic,Home,0,Yes
USR-02368,SES-02368,41:56.3,Checkout,Mobile,West,Organic,Home,0,Yes
USR-02369,SES-02369,51:29.8,Browse,Mobile,South,Email,Electronics,0,Yes
USR-02370,SES-02370,19:43.0,Browse,Mobile,East,Google Ads,Home,0,Yes
USR-02371,SES-02371,38:17.5,Browse,Desktop,West,Organic,Beauty,0,Yes
USR-02372,SES-02372,59:24.2,Browse,Tablet,South,Email,Sports,0,Yes
USR-02372,SES-02372,04:24.2,Add to Cart,Tablet,South,Email,Sports,0,Yes
USR-02373,SES-02373,54:41.2,Browse,Tablet,West,Social Media,Sports,0,Yes
USR-02373,SES-02373,56:41.2,Add to Cart,Tablet,West,Social Media,Sports,0,Yes
USR-02373,SES-02373,01:41.2,Checkout,Tablet,West,Social Media,Sports,0,Yes
USR-02374,SES-02374,52:13.4,Browse,Tablet,East,Organic,Home,0,Yes
USR-02374,SES-02374,55:13.4,Add to Cart,Tablet,East,Organic,Home,0,Yes
USR-02375,SES-02375,28:12.5,Browse,Mobile,East,Social Media,Sports,0,Yes
USR-02375,SES-02375,31:12.5,Add to Cart,Mobile,East,Social Media,Sports,0,Yes
USR-02375,SES-02375,35:12.5,Checkout,Mobile,East,Social Media,Sports,0,Yes
USR-02376,SES-02376,54:38.7,Browse,Desktop,North,Social Media,Electronics,0,Yes
USR-02377,SES-02377,24:34.4,Browse,Mobile,East,Organic,Sports,0,Yes
USR-02378,SES-02378,42:40.9,Browse,Tablet,East,Google Ads,Home,0,Yes
USR-02379,SES-02379,37:33.7,Browse,Mobile,West,Social Media,Electronics,0,Yes
USR-02379,SES-02379,39:33.7,Add to Cart,Mobile,West,Social Media,Electronics,0,Yes
USR-02380,SES-02380,08:09.4,Browse,Mobile,North,Organic,Sports,0,Yes
USR-02381,SES-02381,38:22.9,Browse,Desktop,East,Email,Beauty,0,Yes
USR-02381,SES-02381,42:22.9,Add to Cart,Desktop,East,Email,Beauty,0,Yes
USR-02381,SES-02381,45:22.9,Checkout,Desktop,East,Email,Beauty,0,Yes
USR-02382,SES-02382,53:09.5,Browse,Tablet,East,Social Media,Fashion,0,Yes
USR-02383,SES-02383,37:17.3,Browse,Tablet,East,Organic,Beauty,0,Yes
USR-02383,SES-02383,41:17.3,Add to Cart,Tablet,East,Organic,Beauty,0,Yes
USR-02383,SES-02383,43:17.3,Checkout,Tablet,East,Organic,Beauty,0,Yes
USR-02384,SES-02384,03:35.1,Browse,Tablet,East,Email,Beauty,0,Yes
USR-02384,SES-02384,05:35.1,Add to Cart,Tablet,East,Email,Beauty,0,Yes
USR-02385,SES-02385,50:06.3,Browse,Desktop,West,Google Ads,Beauty,0,Yes
USR-02385,SES-02385,53:06.3,Add to Cart,Desktop,West,Google Ads,Beauty,0,Yes
USR-02385,SES-02385,57:06.3,Checkout,Desktop,West,Google Ads,Beauty,0,Yes
USR-02385,SES-02385,02:06.3,Purchase,Desktop,West,Google Ads,Beauty,267.77,No
USR-02386,SES-02386,26:45.4,Browse,Tablet,South,Email,Electronics,0,Yes
USR-02386,SES-02386,29:45.4,Add to Cart,Tablet,South,Email,Electronics,0,Yes
USR-02386,SES-02386,32:45.4,Checkout,Tablet,South,Email,Electronics,0,Yes
USR-02387,SES-02387,31:58.8,Browse,Tablet,West,Social Media,Sports,0,Yes
USR-02387,SES-02387,34:58.8,Add to Cart,Tablet,West,Social Media,Sports,0,Yes
USR-02388,SES-02388,55:25.8,Browse,Desktop,West,Google Ads,Sports,0,Yes
USR-02388,SES-02388,00:25.8,Add to Cart,Desktop,West,Google Ads,Sports,0,Yes
USR-02389,SES-02389,07:15.3,Browse,Mobile,East,Social Media,Electronics,0,Yes
USR-02390,SES-02390,51:10.9,Browse,Mobile,West,Social Media,Home,0,Yes
USR-02391,SES-02391,18:22.8,Browse,Mobile,North,Organic,Fashion,0,Yes
USR-02391,SES-02391,22:22.8,Add to Cart,Mobile,North,Organic,Fashion,0,Yes
USR-02391,SES-02391,25:22.8,Checkout,Mobile,North,Organic,Fashion,0,Yes
USR-02391,SES-02391,29:22.8,Purchase,Mobile,North,Organic,Fashion,122.9,No
USR-02392,SES-02392,12:49.4,Browse,Tablet,East,Social Media,Electronics,0,Yes
USR-02392,SES-02392,16:49.4,Add to Cart,Tablet,East,Social Media,Electronics,0,Yes
USR-02392,SES-02392,21:49.4,Checkout,Tablet,East,Social Media,Electronics,0,Yes
USR-02393,SES-02393,37:48.9,Browse,Tablet,South,Social Media,Electronics,0,Yes
USR-02393,SES-02393,41:48.9,Add to Cart,Tablet,South,Social Media,Electronics,0,Yes
USR-02394,SES-02394,26:38.8,Browse,Mobile,South,Email,Sports,0,Yes
USR-02394,SES-02394,28:38.8,Add to Cart,Mobile,South,Email,Sports,0,Yes
USR-02394,SES-02394,30:38.8,Checkout,Mobile,South,Email,Sports,0,Yes
USR-02394,SES-02394,35:38.8,Purchase,Mobile,South,Email,Sports,470.09,No
USR-02395,SES-02395,10:11.8,Browse,Mobile,East,Social Media,Electronics,0,Yes
USR-02395,SES-02395,14:11.8,Add to Cart,Mobile,East,Social Media,Electronics,0,Yes
USR-02395,SES-02395,18:11.8,Checkout,Mobile,East,Social Media,Electronics,0,Yes
USR-02396,SES-02396,40:01.4,Browse,Desktop,West,Social Media,Beauty,0,Yes
USR-02396,SES-02396,42:01.4,Add to Cart,Desktop,West,Social Media,Beauty,0,Yes
USR-02397,SES-02397,11:28.6,Browse,Desktop,East,Organic,Electronics,0,Yes
USR-02398,SES-02398,29:54.0,Browse,Tablet,South,Google Ads,Sports,0,Yes
USR-02399,SES-02399,57:00.8,Browse,Mobile,East,Organic,Sports,0,Yes
USR-02399,SES-02399,00:00.8,Add to Cart,Mobile,East,Organic,Sports,0,Yes
USR-02399,SES-02399,05:00.8,Checkout,Mobile,East,Organic,Sports,0,Yes
USR-02400,SES-02400,40:17.9,Browse,Desktop,East,Google Ads,Beauty,0,Yes
USR-02400,SES-02400,44:17.9,Add to Cart,Desktop,East,Google Ads,Beauty,0,Yes
USR-02400,SES-02400,49:17.9,Checkout,Desktop,East,Google Ads,Beauty,0,Yes
USR-02401,SES-02401,57:01.5,Browse,Mobile,West,Email,Sports,0,Yes
USR-02402,SES-02402,19:55.0,Browse,Tablet,South,Social Media,Electronics,0,Yes
USR-02403,SES-02403,10:16.5,Browse,Tablet,South,Organic,Beauty,0,Yes
USR-02404,SES-02404,21:12.9,Browse,Tablet,West,Email,Beauty,0,Yes
USR-02404,SES-02404,23:12.9,Add to Cart,Tablet,West,Email,Beauty,0,Yes
USR-02404,SES-02404,25:12.9,Checkout,Tablet,West,Email,Beauty,0,Yes
USR-02405,SES-02405,43:23.0,Browse,Tablet,North,Social Media,Home,0,Yes
USR-02405,SES-02405,45:23.0,Add to Cart,Tablet,North,Social Media,Home,0,Yes
USR-02405,SES-02405,47:23.0,Checkout,Tablet,North,Social Media,Home,0,Yes
USR-02406,SES-02406,22:25.6,Browse,Tablet,North,Google Ads,Beauty,0,Yes
USR-02407,SES-02407,59:15.8,Browse,Mobile,North,Social Media,Beauty,0,Yes
USR-02407,SES-02407,04:15.8,Add to Cart,Mobile,North,Social Media,Beauty,0,Yes
USR-02407,SES-02407,06:15.8,Checkout,Mobile,North,Social Media,Beauty,0,Yes
USR-02408,SES-02408,56:09.6,Browse,Tablet,East,Google Ads,Electronics,0,Yes
USR-02408,SES-02408,01:09.6,Add to Cart,Tablet,East,Google Ads,Electronics,0,Yes
USR-02408,SES-02408,03:09.6,Checkout,Tablet,East,Google Ads,Electronics,0,Yes
USR-02409,SES-02409,39:51.7,Browse,Mobile,South,Google Ads,Electronics,0,Yes
USR-02409,SES-02409,41:51.7,Add to Cart,Mobile,South,Google Ads,Electronics,0,Yes
USR-02410,SES-02410,41:23.4,Browse,Desktop,West,Social Media,Fashion,0,Yes
USR-02411,SES-02411,04:03.7,Browse,Tablet,East,Email,Beauty,0,Yes
USR-02411,SES-02411,07:03.7,Add to Cart,Tablet,East,Email,Beauty,0,Yes
USR-02411,SES-02411,11:03.7,Checkout,Tablet,East,Email,Beauty,0,Yes
USR-02411,SES-02411,13:03.7,Purchase,Tablet,East,Email,Beauty,207.1,No
USR-02412,SES-02412,58:44.5,Browse,Mobile,South,Email,Electronics,0,Yes
USR-02412,SES-02412,03:44.5,Add to Cart,Mobile,South,Email,Electronics,0,Yes
USR-02413,SES-02413,07:29.6,Browse,Desktop,East,Google Ads,Home,0,Yes
USR-02413,SES-02413,09:29.6,Add to Cart,Desktop,East,Google Ads,Home,0,Yes
USR-02413,SES-02413,12:29.6,Checkout,Desktop,East,Google Ads,Home,0,Yes
USR-02414,SES-02414,45:26.2,Browse,Mobile,South,Email,Electronics,0,Yes
USR-02414,SES-02414,48:26.2,Add to Cart,Mobile,South,Email,Electronics,0,Yes
USR-02414,SES-02414,52:26.2,Checkout,Mobile,South,Email,Electronics,0,Yes
USR-02414,SES-02414,57:26.2,Purchase,Mobile,South,Email,Electronics,119.23,No
USR-02415,SES-02415,18:22.6,Browse,Mobile,East,Google Ads,Home,0,Yes
USR-02416,SES-02416,42:47.6,Browse,Desktop,West,Organic,Electronics,0,Yes
USR-02416,SES-02416,45:47.6,Add to Cart,Desktop,West,Organic,Electronics,0,Yes
USR-02416,SES-02416,47:47.6,Checkout,Desktop,West,Organic,Electronics,0,Yes
USR-02417,SES-02417,14:42.6,Browse,Mobile,East,Google Ads,Sports,0,Yes
USR-02417,SES-02417,17:42.6,Add to Cart,Mobile,East,Google Ads,Sports,0,Yes
USR-02417,SES-02417,19:42.6,Checkout,Mobile,East,Google Ads,Sports,0,Yes
USR-02417,SES-02417,24:42.6,Purchase,Mobile,East,Google Ads,Sports,107.59,No
USR-02418,SES-02418,02:52.3,Browse,Tablet,East,Google Ads,Home,0,Yes
USR-02419,SES-02419,19:42.9,Browse,Tablet,West,Google Ads,Home,0,Yes
USR-02419,SES-02419,23:42.9,Add to Cart,Tablet,West,Google Ads,Home,0,Yes
USR-02419,SES-02419,27:42.9,Checkout,Tablet,West,Google Ads,Home,0,Yes
USR-02420,SES-02420,27:04.4,Browse,Desktop,East,Google Ads,Fashion,0,Yes
USR-02421,SES-02421,06:10.1,Browse,Desktop,West,Google Ads,Fashion,0,Yes
USR-02421,SES-02421,11:10.1,Add to Cart,Desktop,West,Google Ads,Fashion,0,Yes
USR-02422,SES-02422,53:45.9,Browse,Mobile,South,Google Ads,Sports,0,Yes
USR-02422,SES-02422,58:45.9,Add to Cart,Mobile,South,Google Ads,Sports,0,Yes
USR-02423,SES-02423,41:05.8,Browse,Mobile,South,Email,Sports,0,Yes
USR-02424,SES-02424,36:56.0,Browse,Tablet,East,Organic,Electronics,0,Yes
USR-02425,SES-02425,10:10.6,Browse,Desktop,North,Email,Sports,0,Yes
USR-02425,SES-02425,12:10.6,Add to Cart,Desktop,North,Email,Sports,0,Yes
USR-02425,SES-02425,15:10.6,Checkout,Desktop,North,Email,Sports,0,Yes
USR-02426,SES-02426,28:25.6,Browse,Tablet,East,Social Media,Home,0,Yes
USR-02427,SES-02427,48:43.5,Browse,Tablet,South,Google Ads,Sports,0,Yes
USR-02427,SES-02427,50:43.5,Add to Cart,Tablet,South,Google Ads,Sports,0,Yes
USR-02427,SES-02427,53:43.5,Checkout,Tablet,South,Google Ads,Sports,0,Yes
USR-02427,SES-02427,58:43.5,Purchase,Tablet,South,Google Ads,Sports,120.24,No
USR-02428,SES-02428,30:05.1,Browse,Mobile,North,Email,Beauty,0,Yes
USR-02428,SES-02428,33:05.1,Add to Cart,Mobile,North,Email,Beauty,0,Yes
USR-02428,SES-02428,35:05.1,Checkout,Mobile,North,Email,Beauty,0,Yes
USR-02429,SES-02429,23:54.6,Browse,Desktop,East,Organic,Sports,0,Yes
USR-02430,SES-02430,22:26.4,Browse,Mobile,North,Email,Electronics,0,Yes
USR-02430,SES-02430,26:26.4,Add to Cart,Mobile,North,Email,Electronics,0,Yes
USR-02430,SES-02430,30:26.4,Checkout,Mobile,North,Email,Electronics,0,Yes
USR-02431,SES-02431,23:09.5,Browse,Desktop,North,Email,Beauty,0,Yes
USR-02431,SES-02431,26:09.5,Add to Cart,Desktop,North,Email,Beauty,0,Yes
USR-02432,SES-02432,10:06.8,Browse,Desktop,East,Google Ads,Home,0,Yes
USR-02432,SES-02432,14:06.8,Add to Cart,Desktop,East,Google Ads,Home,0,Yes
USR-02433,SES-02433,53:16.2,Browse,Mobile,North,Google Ads,Electronics,0,Yes
USR-02433,SES-02433,58:16.2,Add to Cart,Mobile,North,Google Ads,Electronics,0,Yes
USR-02434,SES-02434,19:40.0,Browse,Tablet,West,Google Ads,Sports,0,Yes
USR-02435,SES-02435,13:26.1,Browse,Desktop,East,Organic,Fashion,0,Yes
USR-02435,SES-02435,18:26.1,Add to Cart,Desktop,East,Organic,Fashion,0,Yes
USR-02436,SES-02436,38:55.5,Browse,Mobile,North,Social Media,Sports,0,Yes
USR-02436,SES-02436,42:55.5,Add to Cart,Mobile,North,Social Media,Sports,0,Yes
USR-02437,SES-02437,56:42.7,Browse,Desktop,South,Social Media,Sports,0,Yes
USR-02437,SES-02437,01:42.7,Add to Cart,Desktop,South,Social Media,Sports,0,Yes
USR-02437,SES-02437,03:42.7,Checkout,Desktop,South,Social Media,Sports,0,Yes
USR-02438,SES-02438,43:04.6,Browse,Desktop,East,Google Ads,Fashion,0,Yes
USR-02438,SES-02438,46:04.6,Add to Cart,Desktop,East,Google Ads,Fashion,0,Yes
USR-02438,SES-02438,51:04.6,Checkout,Desktop,East,Google Ads,Fashion,0,Yes
USR-02439,SES-02439,52:12.3,Browse,Tablet,South,Google Ads,Electronics,0,Yes
USR-02440,SES-02440,40:32.8,Browse,Tablet,South,Social Media,Electronics,0,Yes
USR-02440,SES-02440,45:32.8,Add to Cart,Tablet,South,Social Media,Electronics,0,Yes
USR-02441,SES-02441,29:43.1,Browse,Desktop,North,Email,Electronics,0,Yes
USR-02441,SES-02441,31:43.1,Add to Cart,Desktop,North,Email,Electronics,0,Yes
USR-02441,SES-02441,33:43.1,Checkout,Desktop,North,Email,Electronics,0,Yes
USR-02442,SES-02442,06:12.4,Browse,Tablet,East,Email,Home,0,Yes
USR-02443,SES-02443,41:54.5,Browse,Tablet,North,Google Ads,Electronics,0,Yes
USR-02444,SES-02444,17:13.8,Browse,Mobile,East,Organic,Electronics,0,Yes
USR-02444,SES-02444,19:13.8,Add to Cart,Mobile,East,Organic,Electronics,0,Yes
USR-02444,SES-02444,21:13.8,Checkout,Mobile,East,Organic,Electronics,0,Yes
USR-02445,SES-02445,17:04.4,Browse,Mobile,North,Organic,Sports,0,Yes
USR-02445,SES-02445,20:04.4,Add to Cart,Mobile,North,Organic,Sports,0,Yes
USR-02445,SES-02445,25:04.4,Checkout,Mobile,North,Organic,Sports,0,Yes
USR-02446,SES-02446,15:42.5,Browse,Desktop,North,Social Media,Home,0,Yes
USR-02446,SES-02446,19:42.5,Add to Cart,Desktop,North,Social Media,Home,0,Yes
USR-02447,SES-02447,58:13.4,Browse,Tablet,South,Social Media,Sports,0,Yes
USR-02447,SES-02447,01:13.4,Add to Cart,Tablet,South,Social Media,Sports,0,Yes
USR-02448,SES-02448,50:38.8,Browse,Mobile,South,Email,Beauty,0,Yes
USR-02448,SES-02448,55:38.8,Add to Cart,Mobile,South,Email,Beauty,0,Yes
USR-02449,SES-02449,38:26.2,Browse,Mobile,South,Email,Sports,0,Yes
USR-02449,SES-02449,42:26.2,Add to Cart,Mobile,South,Email,Sports,0,Yes
USR-02450,SES-02450,57:19.1,Browse,Desktop,North,Email,Electronics,0,Yes
USR-02450,SES-02450,02:19.1,Add to Cart,Desktop,North,Email,Electronics,0,Yes
USR-02451,SES-02451,34:16.9,Browse,Mobile,West,Social Media,Electronics,0,Yes
USR-02451,SES-02451,36:16.9,Add to Cart,Mobile,West,Social Media,Electronics,0,Yes
USR-02452,SES-02452,55:30.2,Browse,Mobile,West,Email,Electronics,0,Yes
USR-02452,SES-02452,00:30.2,Add to Cart,Mobile,West,Email,Electronics,0,Yes
USR-02452,SES-02452,05:30.2,Checkout,Mobile,West,Email,Electronics,0,Yes
USR-02453,SES-02453,41:16.5,Browse,Tablet,West,Organic,Home,0,Yes
USR-02453,SES-02453,45:16.5,Add to Cart,Tablet,West,Organic,Home,0,Yes
USR-02454,SES-02454,28:02.4,Browse,Tablet,East,Social Media,Beauty,0,Yes
USR-02455,SES-02455,00:05.4,Browse,Desktop,East,Social Media,Electronics,0,Yes
USR-02455,SES-02455,05:05.4,Add to Cart,Desktop,East,Social Media,Electronics,0,Yes
USR-02455,SES-02455,09:05.4,Checkout,Desktop,East,Social Media,Electronics,0,Yes
USR-02456,SES-02456,28:34.6,Browse,Tablet,North,Social Media,Fashion,0,Yes
USR-02456,SES-02456,32:34.6,Add to Cart,Tablet,North,Social Media,Fashion,0,Yes
USR-02456,SES-02456,34:34.6,Checkout,Tablet,North,Social Media,Fashion,0,Yes
USR-02456,SES-02456,38:34.6,Purchase,Tablet,North,Social Media,Fashion,262.75,No
USR-02457,SES-02457,14:33.3,Browse,Tablet,West,Google Ads,Beauty,0,Yes
